customer_id,name,gender,age,income,occupation,city,account_type,account_tenure,balance,has_loan,has_credit_card,has_investment,last_marketing_response,email,mobile_no
B640-CUST000012,William Elan Pans,other,42,80962.5,Software Engineer,San Francisco,savings,15,8504.24,False,True,True,positive,williamelanpans.b640@mail.com,7374478459
B76-0098,William Scotten,female,40,73000.0,Software Engineer,San Francisco,savings,11,25447.7,False,True,False,none,williamscotten.b760@gmail.com,8740922488
B18-01,P Leeabaer,female,28,42972.3,Research Scientist,Philadelphia,savings,2,11849.38,False,True,False,negative,pleeabaer.b180@gmail.com,7679969441
B61-0456,E Clark,male,58,88000.2,Accountant,Jacksonville,premium,12,103473.21,True,True,True,negative,eclark.b610@outlook.com,9368783854
B61-03345656,Emma Robinsonans,female,55,120443.7,Consultant,Los Angeles,premium,20,254624.1,True,True,True,positive,emmarobinsonans.b610@outlook.com,9739396531
B14-100,Ava P,female,41,50459.0,Nurse,Denver,savings,5,16260.87,True,True,True,positive,avap.b141@gmail.com,7216775032
B40-046664,Ella Carter,female,36,43523.6,Data Analyst,Salt Lake City,savings,4,9418.86,False,True,False,positive,ellacarter.b400@yahoo.com,7691005594
B43-166,Michael Walker Walker,male,35,52194.2,Chef,Austin,current,5,9433.29,False,True,True,positive,michaelwalkerwalker.b431@mail.com,7848540530
B70-CUST013012,}Ilf,male,38,85076.0,Architect,Phoenix,current,9,50604.54,True,True,True,none,ilf.b70c@yahoo.com,9976755552
B44-CUST003789,Ella Hall,female,32,67000.3,Research Scientist,San Francisco,savings,7,15000.37,False,True,True,none,ellahall.b44c@yahoo.com,8123877968
B73-1016,Samuelarans,male,29,48000.1,Graphic Designer,Austin,current,3,15000.48,False,False,True,negative,samuelarans.b731@outlook.com,7465784977
B28-01056,M Et Ngeen,female,34,48000.3,Software Engineer,New York,savings,5,15000.11,False,True,False,none,metngeen.b280@gmail.com,7975820455
CUST000394,Vloursglh,female,26,40520.7,Content Writer,Phoenix,current,3,7477.05,False,True,False,negative,vloursglh.b730@outlook.com,8708911217
B65-000478,Lilbz,male,31,52738.8,Data Analyst,New York,salary,6,14000.26,False,True,False,negative,lilbz.b650@outlook.com,9269521679
B78-03345,Aleevrez,male,63,110000.4,Retired,Chicago,savings,25,25000.43,False,False,False,positive,aleevrez.b780@mail.com,8503862993
B22-130,Sophia White,female,31,54919.9,Photographer,Los Angeles,premium,4,3160.72,False,False,False,negative,sophiawhite.b221@gmail.com,8267114918
Sophia5-008,Benjamin_Customers Lewis,female,31,62000.2,Marketing Manager,San Francisco,savings,7,22000.02,False,True,False,none,benjamincustomerslewis.soph@yahoo.com,7279997247
CUST000395,Mia Rphsonale,male,31,68252.3,Accountant,Philadelphia,savings,7,10184.76,False,True,False,none,miarphsonale.b77c@gmail.com,8590624707
B82-0013,Saria Lee,female,26,41000.1,Research Scientist,Charlotte,savings,3,6822.25,False,True,False,none,sarialee.b820@outlook.com,7534728078
B29-052,Clo Lerez,female,26,41000.0,Research Scientist,San Diego,premium,3,4066.28,False,True,True,positive,clolerez.b290@yahoo.com,8162736689
B4-CUST048,Amelia Rani,female,31,54166.6,Data Analyst,Seattle,savings,4,7350.75,False,True,False,none,ameliarani.b4cu@gmail.com,9611117124
B94-133660,B1 Young,female,43,69644.8,Teacher,Seattle,current,11,36629.55,False,True,False,none,b1young.b941@yahoo.com,7846086618
L7-0070,David Panl,male,39,58627.1,Entrepreneur,Denver,savings,6,9803.13,False,True,False,positive,davidpanl.l700@mail.com,8522446898
B73-033456,Geanner,male,38,85806.4,Architect,Miami,current,6,22000.06,True,True,True,none,geanner.b730@yahoo.com,9727225550
B44-CUST10213218Q,Ethan Mn Wilson,male,48,93899.2,Business Analyst,Boston,salary,13,25000.03,True,True,True,positive,ethanmnwilson.b44c@mail.com,9201648539
B34-01672,Mily Peyer,female,23,40247.7,Nurse,Denver,salary,3,18000.27,False,True,False,none,milypeyer.b340@outlook.com,8703852022
B76-0093,Aa Johnson,other,34,72000.1,Marketing Manager,San Francisco,current,5,15000.25,False,True,False,none,aajohnson.b760@gmail.com,9910041338
B93-046,Cakiguyen,male,55,94561.3,Product Manager,Fort Worth,current,10,70305.56,True,True,True,positive,cakiguyen.b930@gmail.com,9486635289
B101-042,Al Garcia,female,48,98186.7,Legal Advisor,Jacksonville,current,11,38354.83,False,True,False,positive,algarcia.b101@yahoo.com,7968898468
B77-CUST018678,Amelia Turner,male,63,75205.1,Retired,Miami,premium,20,60592.54,False,True,True,positive,ameliaturner.b77c@gmail.com,9869164364
B34-CUST016,Michael Hurner,male,53,70148.1,Professor,San Jose,premium,11,17996.74,False,True,True,positive,michaelhurner.b34c@mail.com,7660074245
B68-032E3,Liam No Nguyen,female,26,38000.2,Graphic Designer,Columbus,premium,3,5582.77,False,True,False,negative,liamnonguyen.b680@gmail.com,9591350010
B8-10015,Sof Taylor,female,27,29000.0,Retired,Philadelphia,savings,2,18000.36,False,False,False,none,softaylor.b810@mail.com,7877174316
B92-CUST001,Henry H Miller,female,41,58450.1,Architect,Los Angeles,current,10,25000.1,False,True,False,positive,henryhmiller.b92c@gmail.com,7219816436
B14-CUST0124,Gatiahan,female,52,95000.0,Doctor,Seattle,premium,12,315065.11,True,True,True,positive,gatiahan.b14c@mail.com,9166029580
B8-100121,Liameggrichl,male,38,75845.6,Architect,Seattle,premium,9,121507.96,False,True,True,positive,liameggrichl.b810@mail.com,7223744326
B64-01345,Soat Ch Nge,male,41,57313.4,Business Owner,Austin,premium,12,301917.62,True,True,True,positive,soatchnge.b640@outlook.com,9415746491
B95-035,Lily Perez,female,50,85138.3,CEO,Baltimore,savings,12,15000.2,False,True,True,negative,lilyperez.b950@yahoo.com,7785610166
B85-CUST7890,Jack Hal Wilson,male,27,48000.1,Retired,Miami,savings,5,9768.3,False,False,False,negative,jackhalwilson.b85c@outlook.com,8855340764
B77-03789,Journallan,male,37,62000.6,Business Analyst,Portland,salary,9,50498.14,True,True,True,negative,journallan.b770@outlook.com,8474226833
B99-0499356,El Scott,female,41,62000.6,Pharmacist,New York,savings,10,69841.55,False,True,True,positive,elscott.b990@yahoo.com,7147240656
Isabellat3-00123,Liauyen,female,31,64931.7,Teacher,Boston,salary,9,17381.47,False,True,False,negative,liauyen.isab@yahoo.com,7452033550
CUST000404,Sare Brown,female,30,52865.3,Teacher,Austin,savings,4,9002.74,False,True,False,positive,sarebrown.b271@yahoo.com,9919833168
David5-05,Sophiauy,female,24,38000.1,Professor,Portland,salary,2,14000.27,False,True,False,none,sophiauy.davi@mail.com,9766943997
B6-102134,Aloloers,female,34,64849.8,Doctor,Los Angeles,savings,5,15000.17,False,True,True,positive,aloloers.b610@mail.com,7806714220
B13-CUST01000,Evelynaphle,female,48,61407.7,HR Manager,San Diego,premium,16,174904.75,True,True,True,positive,evelynaphle.b13c@yahoo.com,9407963125
B26-CUST1,Seni Garcia,male,53,95000.0,Project Manager,Seattle,premium,12,381240.46,True,True,True,positive,senigarcia.b26c@yahoo.com,9815106852
CUST000405,Lily Garcia N,female,26,95000.0,Sales Executive,Austin,salary,5,12165.39,False,True,False,negative,lilygarcian.b670@outlook.com,9484401734
B83-022002,So Guyen,other,39,49287.9,Marketing Specialist,Houston,salary,6,16716.24,True,True,False,negative,soguyen.b830@mail.com,8722412069
B41-CUST999,Rotoer,female,27,42866.6,Event Planner,San Jose,salary,3,5836.2,False,False,False,none,rotoer.b41c@yahoo.com,8414798359
B41-CUST006330,Alaniel Young,male,60,61713.9,Retired,Miami,premium,20,473453.2,False,True,True,positive,alanielyoung.b41c@outlook.com,8306213846
B87-0272,Rbtnt,female,26,44736.0,Web Developer,Orlando,current,2,8000.05,False,True,False,none,rbtnt.b870@gmail.com,8721808931
B98-014,K Kim,female,48,75302.2,Professor,Portland,salary,12,16999.13,False,True,True,none,kkim.b980@gmail.com,7543991144
B65-01789,William Evan,female,27,62000.1,Business Consultant,Philadelphia,current,3,4111.4,False,True,False,none,williamevan.b650@outlook.com,8377917197
B75-01666,Soea Johnson,female,39,61493.9,Marketing Specialist,Charlotte,savings,3,9014.29,False,True,False,none,soeajohnson.b750@mail.com,7904372737
B8-CUST002,Lillenen,female,27,42718.4,Journalist,Portland,salary,2,3040.27,False,True,False,none,lillenen.b8cu@outlook.com,8203702677
B6-007891,Barlouyen,female,38,52038.5,HR Specialist,Portland,current,5,8000.52,False,True,False,none,barlouyen.b600@yahoo.com,8416005279
Isabella8-CUST001,Al Wilson,male,54,65066.4,Product Manager,Indianapolis,savings,29,40413.44,True,True,True,negative,alwilson.isab@yahoo.com,8961873900
B19-CUST0005678,Sofo Per,female,48,78000.1,Business Consultant,Atlanta,savings,14,50420.13,True,True,True,negative,sofoper.b19c@outlook.com,8639207452
B29-CUST0016,Johnomiiell,male,53,73000.1,Accountant,Phoenix,salary,16,124163.72,False,True,True,positive,johnomiiell.b29c@gmail.com,8842560887
B97-CUST016,Meganin Davis,male,43,60690.1,IT Specialist,San Francisco,savings,12,17597.53,False,True,False,none,meganindavis.b97c@yahoo.com,9844770143
B91-009678,Sophia Turner,female,31,68274.5,Graphic Designer,Boston,salary,7,30216.95,False,True,True,none,sophiaturner.b910@gmail.com,9607078593
B94-103-2,Sarperphson,other,29,48000.2,Marketing Manager,San Jose,salary,4,15000.27,False,True,True,none,sarperphson.b941@outlook.com,9438194271
B93-04010,Gracea Walker,female,27,42414.3,Content Writer,Seattle,savings,13,12000.04,False,True,True,negative,graceawalker.b930@outlook.com,8286909215
B42-020g2,S Anderson,male,26,55296.2,Graphic Designer,Dallas,premium,9,9826.5,False,True,False,none,sanderson.b420@yahoo.com,8152230654
B40-00789,Maa Smithmaluyen,male,60,150000.0,Retired,Miami,savings,20,30155.13,False,False,True,none,maasmithmaluyen.b400@outlook.com,7152810047
B7t-CUST007,Marah Johnson,male,47,87000.1,Marketing Director,Los Angeles,premium,11,99096.74,True,True,True,none,marahjohnson.b7tc@mail.com,7491212554
B44-03678,James T Young,female,26,38000.2,Content Writer,Salt Lake City,savings,4,8377.03,False,True,True,positive,jamestyoung.b440@outlook.com,9626609567
B7-001645,Samuel W,male,53,90620.3,Lawyer,Philadelphia,premium,15,201220.25,True,True,True,positive,samuelw.b700@gmail.com,7499776163
B29-021,Mia Gonen,male,60,58089.0,Retired Executive,Chicago,premium,22,209031.08,False,True,True,positive,miagonen.b290@mail.com,9140704192
B36-016789,Chat Whan Garcia,female,46,53783.1,Event Planner,Columbus,savings,9,16482.42,False,True,False,none,chatwhangarcia.b360@mail.com,8842083419
B77-0018974,Al Martinez,female,23,47051.8,Research Scientist,Jacksonville,salary,2,8000.41,False,True,False,none,almartinez.b770@yahoo.com,9362409246
William2-017,David Gue,male,36,73000.1,Content Writer,San Jose,current,2,9550.43,False,True,False,none,davidgue.will@mail.com,9735044631
B40-022,Lilysens,female,45,72000.2,Software Engineer,San Francisco,salary,10,35466.94,True,True,True,positive,lilysens.b400@gmail.com,8315782494
B36-CUST,Jacob P Wilson,male,31,64964.2,HR Specialist,Dallas,current,7,28339.09,True,True,False,none,jacobpwilson.b36c@gmail.com,9453774207
B36-0056,H,female,38,55775.8,Sales Manager,Charlotte,savings,9,13170.07,False,True,False,none,h.b360@gmail.com,7324222852
B79-03336,Williamuuyen,female,41,78000.4,Consultant,Dallas,premium,15,202887.62,True,True,True,none,williamuuyen.b790@gmail.com,9747172862
B66-0012056,Daniel Rodriguez,male,47,65248.1,Architect,Austin,salary,11,25000.42,True,True,True,negative,danielrodriguez.b660@outlook.com,9818110057
B19-1018,John Miller,male,45,95000.0,Financial Advisor,Austin,current,12,28787.95,True,True,True,positive,johnmiller.b191@outlook.com,7714044629
B52-12O,Gracea Miller,female,34,47899.9,Teacher,Boston,current,7,13461.96,False,True,False,none,graceamiller.b521@mail.com,9958875072
B26-1015,Amelia Gmvans,female,39,62000.1,Mechanical Engineer,Portland,current,8,48349.33,False,True,False,negative,ameliagmvans.b261@yahoo.com,9340605196
B71-0323456,Elphie E Wilson,other,27,42273.0,Marketing Specialist,Miami,salary,3,18000.44,False,True,False,none,elphieewilson.b710@yahoo.com,9791672077
B96-0059678,B58R Martinez,female,45,85116.8,Marketing Manager,New York,savings,10,30963.86,False,True,True,positive,b58rmartinez.b960@outlook.com,9359160070
B13-04012,Chulerez,male,60,101408.5,Retired,San Diego,savings,30,10105.88,False,False,False,none,chulerez.b130@outlook.com,8102552052
B55-026,Jacob Njah,female,26,44863.6,Event Planner,Charlotte,salary,3,7290.13,False,True,False,none,jacobnjah.b550@mail.com,8234230354
B88-CUST010,Mily Brown,male,47,82834.9,IT Consultant,Los Angeles,current,11,19651.38,True,True,False,positive,milybrown.b88c@yahoo.com,8450183732
B9-03999,Parics,male,55,117789.3,Project Manager,Las Vegas,savings,14,39942.68,True,True,False,positive,parics.b903@gmail.com,9825990452
B32-0145,Heerez,male,46,92025.5,IT Specialist,San Diego,savings,11,20530.83,True,True,False,none,heerez.b320@mail.com,7929960221
B41-CUST016O,P Scott,female,38,53653.3,Nurse,Chicago,savings,7,16667.06,False,False,False,none,pscott.b41c@yahoo.com,7999207676
B70-014,Williame Martinez,other,47,76144.9,Marketing Specialist,San Jose,current,11,35253.02,False,True,True,none,williamemartinez.b700@yahoo.com,9544723027
B66-013012,Loger Pen,male,53,125227.0,Business Owner,Chicago,salary,22,30480.94,True,True,True,positive,logerpen.b660@mail.com,9275637626
B45-04011,A Lee,male,63,92392.3,Retired,Miami,current,1,30189.74,False,False,True,none,alee.b450@yahoo.com,7371394358
B12-016,Benjaminexaen,male,50,51006.7,Accountant,Houston,salary,18,16359.32,False,False,False,none,benjaminexaen.b120@gmail.com,8505858591
B4-002m3Q90907,Sof Scott,male,45,73000.0,Marketing Manager,San Francisco,savings,11,22000.07,False,True,False,none,sofscott.b400@mail.com,8878391691
B51-10011,Moahaniaurdrez,male,45,58911.1,Mechanical Engineer,San Francisco,savings,9,13145.85,True,False,True,none,moahaniaurdrez.b511@gmail.com,7967448491
B40-026656,Dia Walker,male,41,85389.8,Product Manager,Seattle,savings,10,25000.22,True,True,False,none,diawalker.b400@mail.com,8339055980
B70-000,Runzphz,female,29,46776.9,Event Planner,San Francisco,salary,5,18000.34,False,True,False,negative,runzphz.b700@outlook.com,9457188964
B34-0001,Oliver Adner,male,60,72000.2,Retired Engineer,Detroit,savings,11,2000.0,False,False,False,none,oliveradner.b340@yahoo.com,9995442469
B75-01345,Ava T Davis,female,29,47401.3,Graphic Designer,Las Vegas,current,3,9302.53,False,False,False,none,avatdavis.b750@outlook.com,7740545441
B90-03667,V Miller Wori,male,52,58114.5,Doctor,Austin,premium,15,121495.15,True,True,True,negative,vmillerwori.b900@gmail.com,9686542657
B6-CUST0002,Jouror,male,44,92357.1,Business Owner,Boston,current,10,50623.59,True,True,True,negative,jouror.b6cu@gmail.com,9626914061
B34-0010,Isabellaex Gd,male,45,84274.0,Software Engineer,San Francisco,savings,12,15000.28,False,True,False,positive,isabellaexgd.b340@outlook.com,7631799221
B78-0434,Vurnzeron,female,50,89120.8,Professor,Philadelphia,savings,19,95057.16,True,True,True,positive,vurnzeron.b780@yahoo.com,9805305571
B14-03345,Ale Per Walker,male,60,95000.0,Consultant,Detroit,premium,20,376652.8,True,True,True,positive,aleperwalker.b140@mail.com,7197663825
B60-002F,Lan Lee,male,63,55803.3,Retired,Miami,salary,15,8000.09,False,False,False,none,lanlee.b600@yahoo.com,7151945032
B83-19,Aleb M Wilson,male,36,77170.9,Financial Analyst,Chicago,current,9,7721.02,True,True,False,none,alebmwilson.b831@yahoo.com,7475133565
B67-0056,B Lewisah,female,26,43522.4,UX Designer,Denver,salary,2,5551.57,False,False,False,none,blewisah.b670@gmail.com,9142866803
CUST000423,Natak Adrez,male,52,91392.2,CEO,Baltimore,savings,14,33711.19,True,False,True,negative,natakadrez.b4_0@outlook.com,7461187793
B10-1011,B1Ilyen,female,23,44922.5,Intern,Dallas,current,1,2000.0,False,False,False,none,b1ilyen.b101@mail.com,7358154157
B97-00124,Lily Clark,female,42,78000.2,Project Manager,San Francisco,savings,10,18000.03,True,True,True,positive,lilyclark.b970@gmail.com,8406753013
B24-CUST001001,Ella Glel,male,53,95000.0,Lawyer,Chicago,premium,16,406104.68,True,True,True,negative,ellaglel.b24c@yahoo.com,8211037407
B72-0103,Ethan N Martinez,female,37,78000.0,Architect,Denver,savings,7,14000.69,False,True,False,positive,ethannmartinez.b720@outlook.com,8747654738
B37-00456,Graceuyen,female,38,61268.8,Architect,Detroit,current,6,18000.31,False,True,True,negative,graceuyen.b370@gmail.com,9586153565
B37-1015,N Brown,male,52,95000.0,Doctor,Chicago,premium,15,209075.11,True,True,True,negative,nbrown.b371@outlook.com,9329424388
B47-1100439o,Noah Walker,female,41,69065.3,Nurse,Miami,savings,7,25000.43,False,True,True,none,noahwalker.b471@mail.com,9935111907
B71-0370,Graceuen,female,47,93738.9,Doctor,Chicago,savings,12,29928.87,False,True,True,negative,graceuen.b710@outlook.com,7867883971
B40-1000678,Sarah Lopez,female,33,61918.0,Product Manager,Denver,salary,4,23971.06,False,True,False,positive,sarahlopez.b401@gmail.com,8791195241
CUST000424,El,male,31,52690.4,Architect,Chicago,current,8,30314.3,True,True,False,none,el.b100@outlook.com,8372217501
CUST000425,Charlotteof,female,33,52110.5,Data Scientist,Portland,current,5,18815.82,False,True,False,none,charlotteof.b240@outlook.com,7600308964
B74-003,Ameliaioah Davis,male,41,84931.9,Sales Manager,San Francisco,savings,13,35813.48,False,True,False,positive,ameliaioahdavis.b740@gmail.com,8151196092
B77-10195name,Saramah Smith,male,45,85950.5,Marketing Manager,New York,current,10,48334.01,False,True,True,positive,saramahsmith.b771@outlook.com,9757550882
B54-CUST02,Aleeelllans,female,42,87000.1,Product Manager,Boston,savings,10,35509.93,True,True,True,negative,aleeelllans.b54c@mail.com,8173724680
B44-039979,Daniel Scott,female,52,95000.0,Doctor,Philadelphia,premium,16,183480.57,True,True,True,negative,danielscott.b440@mail.com,7649764696
B14-0156,Ellauazhen,female,29,47244.1,HR Specialist,Seattle,salary,5,8000.13,False,True,False,negative,ellauazhen.b140@gmail.com,8607346152
B73-00578,Lilyy Scott,female,25,33175.3,Junior Developer,Orlando,salary,1,8000.0,False,True,False,none,lilyyscott.b730@yahoo.com,9752421144
CUST000426,"Joat,",male,55,77017.8,Accountant,Los Angeles,salary,10,476881.97,True,True,True,negative,joat.b6cu@mail.com,7806526530
CUST000427,Megans Nel White,male,37,61384.1,IT Specialist,Philadelphia,savings,18,22000.09,True,True,False,positive,megansnelwhite.b840@outlook.com,9228195402
CUST000428,Ethanph Anderson,female,41,48000.2,Product Manager,Houston,savings,3,18000.25,False,True,False,none,ethanphanderson.b87c@yahoo.com,8194795735
B74-00123S0,Elarah Moore,male,36,78000.4,Marketing Director,Portland,premium,7,26332.78,False,True,True,positive,elarahmoore.b740@gmail.com,9685616961
B49-0478934,Jack W,male,43,77658.3,Operations Manager,Seattle,current,11,45990.24,True,True,False,positive,jackw.b490@outlook.com,8930227091
B60-009345,N Wilson,male,52,85401.2,Manager,Los Angeles,premium,15,223731.18,True,True,True,positive,nwilson.b600@mail.com,8248574924
B28-0103,Mia R Harris,male,50,95000.0,Lawyer,Houston,salary,16,372054.53,True,True,True,positive,miarharris.b280@gmail.com,9236012234
B31-00434,B5 Clark,male,58,61230.9,Business Owner,Austin,salary,17,24090.89,True,True,True,positive,b5clark.b310@outlook.com,7850711836
B36-041,Lici Luyen,male,45,82486.1,Marketing Director,Atlanta,savings,29,78001.78,True,True,True,positive,liciluyen.b360@yahoo.com,9245577921
B5-CUST04012,Lefl Patel,female,42,81615.6,Research Scientist,Austin,savings,13,25000.31,False,False,True,none,leflpatel.b5cu@outlook.com,9252740010
CUST000430,Sophia Gel Smith,female,41,60771.4,Data Analyst,Houston,savings,9,12000.26,True,False,True,positive,sophiagelsmith.b64c@yahoo.com,8714366378
B45-039956,A Scott,male,63,48000.4,Graphic Designer,Philadelphia,savings,13,23437.39,False,True,True,positive,ascott.b450@yahoo.com,7559476843
B1-041012,Marperan Patel,female,29,54706.6,Graphic Designer,Dallas,salary,3,8000.47,False,True,True,negative,marperanpatel.b104@mail.com,7206787206
B54-CUST0565,N0,female,29,46468.2,Graphic Designer,Austin,salary,3,8000.08,False,True,True,none,n0.b54c@outlook.com,9844811894
CUST000431,Liam_E,male,36,88000.1,Consultant,Charlotte,current,6,151561.54,True,True,True,positive,liame.b14c@mail.com,9721215566
B85-00012,Oliviaephy Wilson,female,33,57455.3,Nurse,Nashville,savings,5,3885.92,False,True,False,none,oliviaephywilson.b850@mail.com,8770114343
B33-042,B18Suran Brown,male,45,73000.0,Sales Manager,Nashville,current,9,19582.1,True,True,True,positive,b18suranbrown.b330@gmail.com,9411050138
B8-012,Ciie Walker,female,33,65410.6,Pharmacist,Atlanta,savings,9,16915.63,False,True,False,negative,ciiewalker.b801@gmail.com,8817509831
B19-00,Seniaijazz,male,33,52259.8,Operations Manager,Portland,savings,8,12000.17,False,True,False,none,seniaijazz.b190@gmail.com,7363960343
B24-1015h7,David Martin,female,38,72000.0,Marketing Manager,Chicago,salary,5,18000.26,False,True,False,none,davidmartin.b241@outlook.com,8696628702
B74-007345,Michael Ruen,male,42,53837.9,Engineer,Dallas,salary,9,18000.28,False,True,True,none,michaelruen.b740@mail.com,8951628752
B466-CUST004,Danaielzlipner,female,32,85627.5,HR Manager,Chicago,current,5,23880.27,False,True,False,none,danaielzlipner.b466@outlook.com,9610650535
B4X1-0046,Jack Taylor,male,52,95000.0,Retired,Charlotte,current,16,43752.4,True,True,True,none,jacktaylor.b4x1@yahoo.com,7130407979
B47-0093,Kex Mer,female,44,77084.0,Product Manager,Seattle,current,9,18000.19,False,True,False,none,kexmer.b470@outlook.com,9367087255
B98-049012,Daniel M,female,38,52808.0,Teacher,Seattle,salary,8,15000.31,False,True,False,none,danielm.b980@yahoo.com,9183459333
B57-1001,Marans Scott,female,42,61667.1,Data Analyst,Seattle,savings,9,20588.49,False,True,True,positive,maransscott.b571@outlook.com,8105788953
B87-0127,C Carter,male,45,72000.2,Accountant,New York,savings,10,65684.27,True,True,True,none,ccarter.b870@yahoo.com,9407251230
B21-0078,Ava Pl King,female,38,75640.9,Business Analyst,Chicago,salary,8,22000.09,False,True,False,negative,avaplking.b210@yahoo.com,7618393240
B45-656,Amelia Williams,female,29,46133.2,Data Analyst,Indianapolis,salary,3,14000.62,False,True,False,none,ameliawilliams.b456@yahoo.com,8830508006
B37-052,James El,male,52,72000.2,Business Owner,Chicago,salary,15,120817.4,True,True,True,positive,jamesel.b370@yahoo.com,7204104494
B10-166,Amelia H Walker,male,52,110000.0,Project Manager,San Francisco,premium,11,490492.25,True,True,True,negative,ameliahwalker.b101@yahoo.com,9554513672
B62-01956,Emmaieison,male,45,95000.0,Financial Advisor,New York,savings,10,30736.9,True,True,True,positive,emmaieison.b620@outlook.com,7328862437
B72-009012,Pe Pann,male,29,48000.3,Graphic Designer,Las Vegas,current,4,25000.25,False,True,False,none,pepann.b720@mail.com,9582061412
B99-01,Moic Martin,male,29,42134.2,Junior Developer,Austin,current,3,8000.38,False,False,False,none,moicmartin.b990@yahoo.com,9253503781
B5il-1017,R Lewis,male,50,65787.8,Architect,Detroit,salary,14,200550.45,True,True,True,positive,rlewis.b5il@gmail.com,9643195854
B72-CUST00125,Sofia Geyen,male,40,48000.4,Project Manager,New York,current,9,25000.49,True,True,True,none,sofiageyen.b72c@gmail.com,8638385426
B59-00,Isabellavae Patel,female,31,64004.9,Architect,Detroit,current,5,9484.07,False,True,True,none,isabellavaepatel.b590@outlook.com,7762398618
B38-CUST789,Henry Nell,male,37,72000.1,Marketing Manager,Denver,savings,6,25000.21,False,True,False,negative,henrynell.b38c@yahoo.com,8561258045
B74-0100017,Emma H T,female,29,47315.9,Content Writer,Indianapolis,salary,3,8000.12,False,True,True,positive,emmaht.b740@outlook.com,9306492542
B7-00421n,G Nel Scott,male,60,90603.4,Professor,Baltimore,premium,25,253228.49,True,True,True,positive,gnelscott.b700@gmail.com,7620567455
B6-CUST15,Jackar,female,28,48000.4,Chef,New York,salary,12,5091.11,False,False,False,none,jackar.b6cu@mail.com,9399082773
B28-031k,Sofia Kim,female,34,67000.1,Accountant,Charlotte,current,9,18000.23,False,True,False,none,sofiakim.b280@mail.com,8610625191
B2-CUST016011,Jacob Mlanner,male,42,60725.9,Project Manager,Seattle,current,11,25000.49,False,True,False,positive,jacobmlanner.b2cu@outlook.com,9608007972
B43-056,Michael Lee},female,31,36388.7,Data Analyst,Seattle,salary,4,9244.86,False,False,False,negative,michaellee.b430@yahoo.com,7638574712
B22-002789,Manager,female,41,29187.8,Content Writer,Raleigh,premium,10,97391.09,False,True,True,positive,manager.b220@gmail.com,8489584561
B34-CUST004rl,Marah Wilson,male,38,55028.7,Project Manager,Detroit,salary,8,22000.04,False,True,True,negative,marahwilson.b34c@outlook.com,9275919318
-2-CUST01,E Harris,male,41,78000.2,Professor,Portland,current,12,96237.57,True,True,False,none,eharris.2cus@outlook.com,9911617521
B101-CUSTCUST007,A Clark,other,45,78000.3,HR Manager,New York,savings,10,30847.75,True,True,True,positive,aclark.b101@outlook.com,7711866184
B24-1015,Roalet,male,38,56000.3,Project Manager,Chicago,salary,7,19697.48,True,True,True,positive,roalet.b241@mail.com,7159958290
B96-10013,Bily Lewis,female,27,42159.3,Graphic Designer,Austin,premium,3,8000.54,False,True,True,positive,bilylewis.b961@outlook.com,7861436273
B8-CUST0300,Mia Ngilen,female,43,65062.9,Data Analyst,Columbus,salary,3,9675.41,False,True,True,positive,miangilen.b8cu@outlook.com,9404819559
B70-0169,Elijah Miller,female,52,91780.3,Business Owner,Columbus,current,10,23087.7,True,True,True,positive,elijahmiller.b700@gmail.com,8239368232
B63-101,Chee King,female,31,46244.2,Software Engineer,San Francisco,current,5,15000.02,False,True,False,positive,cheeking.b631@outlook.com,9703578538
B27-0008,Lilyi,female,38,85744.9,HR Manager,Atlanta,salary,9,21470.09,False,True,True,positive,lilyi.b270@gmail.com,9531259390
B56-17,Ront Wilson,male,42,77151.3,Pharmacist,Phoenix,current,9,21491.93,False,True,True,none,rontwilson.b561@outlook.com,9765015199
B24-0123l,Evelyn A Wilson,female,33,51114.7,Nurse,Phoenix,salary,4,9712.54,False,True,False,none,evelynawilson.b240@outlook.com,8456587638
B9718-007895,Chg Scott,female,41,70661.7,Software Engineer,San Francisco,savings,10,36598.5,True,True,True,positive,chgscott.b971@yahoo.com,8124485665
B74-10057-013,Marup Gansan,female,29,42398.1,Graphic Designer,Austin,salary,3,9371.23,False,True,False,none,marupgansan.b741@outlook.com,8807546750
CUST000441,Davidarlll,female,45,56000.4,HR Specialist,Boston,current,14,39298.35,True,True,False,negative,davidarlll.b360@mail.com,7927461887
B86-1018,Ethan W Walker,female,39,48000.0,Data Analyst,Seattle,savings,4,9429.19,False,True,False,none,ethanwwalker.b861@outlook.com,9985968424
B7-0334,Veph Elander,male,58,110000.4,Graphic Designer,Austin,premium,28,197896.56,False,True,True,positive,vephelander.b703@mail.com,9857488932
B92-01,Ethan Harris Johnson,female,44,56000.1,Business Analyst,Columbus,salary,30,253204.99,False,True,True,positive,ethanharrisjohnson.b920@mail.com,8480907456
B15-04999,} Martin{,male,47,56000.4,IT Consultant,Portland,savings,12,18000.09,False,True,True,positive,martin.b150@gmail.com,9190552204
B76-03004,Eleniijahits2S,female,36,61831.2,HR Manager,Columbus,savings,8,12000.2,False,True,False,positive,eleniijahits2s.b760@gmail.com,8571073172
B49-017,Maria Thomas,female,26,32821.1,Research Scientist,San Diego,savings,3,9970.43,False,True,False,none,mariathomas.b490@outlook.com,9794296152
B96-05260,Nat,female,31,58578.9,Teacher,Columbus,current,5,6074.19,False,True,False,none,nat.b960@gmail.com,9915567691
